grid_id,x_coord,y_coord,year,count_31,count_32,count_33,count_total,cluster_n,is_cluster,value_added_31,labor_total_31,wages_total_31,machinery_31,computers_31,value_added_32,labor_total_32,wages_total_32,machinery_32,computers_32,value_added_33,labor_total_33,wages_total_33,machinery_33,computers_33,dist_usa_km,dist_cdmx_km,dist_port_km
153,1113792.029,2251649.062,2015,23,1,13,37,37,1,8.732071322,82.9435364,3.540120357,13.40243834,0.157001486,2.205719048,15.61428571,0.870557143,1.831695238,0.019785714,41.57381994,255.8947368,28.57443213,23.0571385,0.975396122,100.9212704,2206.267175,1858.6549
153,1113792.029,2251649.062,2019,34,6,13,53,53,1,22.85211252,146.5682138,8.675021097,11.18709986,0.205052039,41.67059504,97.58677686,10.33021488,10.2937438,0.227826446,67.70075,325.9228395,42.66740432,20.83398457,2.279774691,100.9212704,2206.267175,1858.6549
153,1113792.029,2251649.062,2025,23,4,11,38,38,1,26.20449355,110.2145161,10.16188226,16.07095323,1.607180645,31.412199,102.0298507,16.21285572,9.981850746,0.384776119,110.7172535,275.6111111,62.92523264,20.48589583,1.081322917,100.9212704,2206.267175,1858.6549
154,1113792.029,2256649.062,2010,10,5,5,20,20,1,12.75080882,159.1176471,6.928235294,5.343952206,0.168786765,20.50544041,21.47668394,2.702927461,48.40751295,0.603212435,8.444466019,54.6763754,6.028495146,0.93,0.138187702,96.23241095,2209.494459,1862.600138
154,1113792.029,2256649.062,2015,21,4,4,29,26,1,7.972760773,75.73105498,3.232283804,12.23700892,0.143349183,8.82287619,62.45714286,3.482228571,7.326780952,0.079142857,12.7919446,78.73684211,8.792132964,7.094504155,0.300121884,96.23241095,2209.494459,1862.600138
154,1113792.029,2256649.062,2019,22,6,3,31,29,1,14.78666104,94.83825598,5.613248945,7.238711674,0.132680731,41.67059504,97.58677686,10.33021488,10.2937438,0.227826446,15.62325,75.21296296,9.846324074,4.807842593,0.526101852,96.23241095,2209.494459,1862.600138
154,1113792.029,2256649.062,2025,20,4,5,29,27,1,22.78651613,95.83870968,8.836419355,13.97474194,1.397548387,31.412199,102.0298507,16.21285572,9.981850746,0.384776119,50.32602431,125.2777778,28.60237847,9.311770833,0.491510417,96.23241095,2209.494459,1862.600138
155,1113792.029,2261649.062,2010,54,18,30,102,102,1,68.85436765,859.2352941,37.41247059,28.85734191,0.911448529,73.81958549,77.31606218,9.73053886,174.2670466,2.171564767,50.66679612,328.0582524,36.17097087,5.58,0.829126214,91.57647631,2212.728334,1866.550431
155,1113792.029,2261649.062,2015,88,19,40,147,147,1,33.40966419,317.3491828,13.54480832,51.2788945,0.600701337,41.9086619,296.6714286,16.54058571,34.80220952,0.375928571,127.919446,787.3684211,87.92132964,70.94504155,3.001218837,91.57647631,2212.728334,1866.550431
155,1113792.029,2261649.062,2019,100,36,47,183,183,1,67.21209564,431.0829817,25.51476793,32.90323488,0.603094233,250.0235702,585.5206612,61.98128926,61.76246281,1.366958678,244.76425,1178.33642,154.2590772,75.32286728,8.242262346,91.57647631,2212.728334,1866.550431
155,1113792.029,2261649.062,2025,82,32,54,168,168,1,93.42471613,392.9387097,36.22931935,57.29644194,5.729948387,251.297592,816.238806,129.7028458,79.85480597,3.078208955,543.5210625,1353,308.9056875,100.567125,5.3083125,91.57647631,2212.728334,1866.550431
156,1113792.029,2266649.062,2010,99,33,50,182,182,1,126.2330074,1575.264706,68.58952941,52.90512684,1.670988971,135.3359067,141.746114,17.83932124,319.4895855,3.981202073,84.44466019,546.763754,60.28495146,9.3,1.381877023,86.95875521,2215.968771,1870.505747
156,1113792.029,2266649.062,2015,98,37,57,192,192,1,37.20621694,353.4115899,15.08399108,57.1060416,0.668962853,81.61160476,577.7285714,32.21061429,67.77272381,0.732071429,182.2852105,1122,125.2878947,101.0966842,4.276736842,86.95875521,2215.968771,1870.505747
156,1113792.029,2266649.062,2019,98,32,50,180,180,1,65.86785373,422.4613221,25.00447257,32.24517018,0.591032349,222.2431736,520.4628099,55.09447934,54.89996694,1.21507438,260.3875,1253.549383,164.1054012,80.13070988,8.768364198,86.95875521,2215.968771,1870.505747
156,1113792.029,2266649.062,2025,84,30,48,162,162,1,95.70336774,402.5225806,37.11296129,58.69391613,5.869703226,235.5914925,765.2238806,121.5964179,74.8638806,2.885820896,483.1298333,1202.666667,274.5828333,89.393,4.7185,86.95875521,2215.968771,1870.505747
157,1113792.029,2271649.062,2010,200,92,150,442,442,1,255.0161765,3182.352941,138.5647059,106.8790441,3.375735294,377.3001036,395.1709845,49.73386528,890.6982383,11.09910881,253.3339806,1640.291262,180.8548544,27.9,4.145631068,82.38567353,2219.215742,1874.466054
157,1113792.029,2271649.062,2015,216,87,156,459,459,1,82.00553938,778.9479941,33.2463477,125.8663774,1.474448737,191.8975571,1358.442857,75.73847143,159.3574857,1.721357143,498.8858393,3070.736842,342.8931856,276.685662,11.70475346,82.38567353,2219.215742,1874.466054
157,1113792.029,2271649.062,2019,265,114,133,512,512,1,178.1120534,1142.369902,67.61413502,87.19357243,1.598199719,791.7413058,1854.14876,196.2740826,195.5811322,4.328702479,692.63075,3334.441358,436.5203673,213.1476883,23.32384877,82.38567353,2219.215742,1874.466054
157,1113792.029,2271649.062,2025,215,88,96,399,399,1,244.9550484,1030.266129,94.99150806,150.2284758,15.02364516,691.0683781,2244.656716,356.6828259,219.6007164,8.465074627,966.2596667,2405.333333,549.1656667,178.786,9.437,82.38567353,2219.215742,1874.466054
158,1113792.029,2276649.062,2010,4,0,0,4,4,1,5.100323529,63.64705882,2.771294118,2.137580882,0.067514706,0,0,0,0,0,0,0,0,0,0,77.86509679,2222.469218,1878.43132
158,1113792.029,2276649.062,2015,4,1,3,8,8,1,1.5186211,14.42496285,0.615673105,2.330858841,0.027304606,2.205719048,15.61428571,0.870557143,1.831695238,0.019785714,9.593958449,59.05263158,6.594099723,5.320878116,0.225091413,77.86509679,2222.469218,1878.43132
158,1113792.029,2276649.062,2019,6,1,5,12,12,1,4.032725738,25.8649789,1.530886076,1.974194093,0.036185654,6.945099174,16.26446281,1.721702479,1.715623967,0.037971074,26.03875,125.3549383,16.41054012,8.013070988,0.87683642,77.86509679,2222.469218,1878.43132
158,1113792.029,2276649.062,2025,4,1,6,11,9,1,4.557303226,19.16774194,1.767283871,2.794948387,0.279509677,7.853049751,25.50746269,4.05321393,2.495462687,0.09619403,60.39122917,150.3333333,34.32285417,11.174125,0.5898125,77.86509679,2222.469218,1878.43132
159,1113792.029,2281649.062,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.4067258,2225.72917,1882.401515
159,1113792.029,2281649.062,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.4067258,2225.72917,1882.401515
159,1113792.029,2281649.062,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.4067258,2225.72917,1882.401515
159,1113792.029,2281649.062,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.4067258,2225.72917,1882.401515
160,1113792.029,2286649.062,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.02261577,2228.995571,1886.376606
160,1113792.029,2286649.062,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.02261577,2228.995571,1886.376606
160,1113792.029,2286649.062,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.02261577,2228.995571,1886.376606
160,1113792.029,2286649.062,2025,1,0,0,1,0,0,1.139325806,4.791935484,0.441820968,0.698737097,0.069877419,0,0,0,0,0,0,0,0,0,0,69.02261577,2228.995571,1886.376606
161,1113792.029,2291649.062,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.72785786,2232.268391,1890.356564
161,1113792.029,2291649.062,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.72785786,2232.268391,1890.356564
161,1113792.029,2291649.062,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.72785786,2232.268391,1890.356564
161,1113792.029,2291649.062,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.72785786,2232.268391,1890.356564
162,1113792.029,2296649.062,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.54147073,2235.547603,1894.341357
162,1113792.029,2296649.062,2015,2,0,0,2,0,0,0.75931055,7.212481426,0.307836553,1.165429421,0.013652303,0,0,0,0,0,0,0,0,0,0,60.54147073,2235.547603,1894.341357
162,1113792.029,2296649.062,2019,1,0,0,1,0,0,0.672120956,4.310829817,0.255147679,0.329032349,0.006030942,0,0,0,0,0,0,0,0,0,0,60.54147073,2235.547603,1894.341357
162,1113792.029,2296649.062,2025,1,0,0,1,0,0,1.139325806,4.791935484,0.441820968,0.698737097,0.069877419,0,0,0,0,0,0,0,0,0,0,60.54147073,2235.547603,1894.341357
163,1113792.029,2301649.062,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.48755414,2238.833179,1898.330955
163,1113792.029,2301649.062,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.48755414,2238.833179,1898.330955
163,1113792.029,2301649.062,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.48755414,2238.833179,1898.330955
163,1113792.029,2301649.062,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.48755414,2238.833179,1898.330955
164,1113792.029,2306649.062,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.59674769,2242.12509,1902.325328
164,1113792.029,2306649.062,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.59674769,2242.12509,1902.325328
164,1113792.029,2306649.062,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.59674769,2242.12509,1902.325328
164,1113792.029,2306649.062,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.59674769,2242.12509,1902.325328
165,1113792.029,2311649.062,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.90799487,2245.423308,1906.324445
165,1113792.029,2311649.062,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.90799487,2245.423308,1906.324445
165,1113792.029,2311649.062,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.90799487,2245.423308,1906.324445
165,1113792.029,2311649.062,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.90799487,2245.423308,1906.324445
166,1113792.029,2316649.062,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.47049656,2248.727807,1910.328278
166,1113792.029,2316649.062,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.47049656,2248.727807,1910.328278
166,1113792.029,2316649.062,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.47049656,2248.727807,1910.328278
166,1113792.029,2316649.062,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.47049656,2248.727807,1910.328278
167,1113792.029,2321649.062,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.34548562,2252.038557,1914.336796
167,1113792.029,2321649.062,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.34548562,2252.038557,1914.336796
167,1113792.029,2321649.062,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.34548562,2252.038557,1914.336796
167,1113792.029,2321649.062,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.34548562,2252.038557,1914.336796
168,1113792.029,2326649.062,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.60699745,2255.355533,1918.349969
168,1113792.029,2326649.062,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.60699745,2255.355533,1918.349969
168,1113792.029,2326649.062,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.60699745,2255.355533,1918.349969
168,1113792.029,2326649.062,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.60699745,2255.355533,1918.349969
169,1113792.029,2331649.062,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.34017063,2258.678705,1922.36777
169,1113792.029,2331649.062,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.34017063,2258.678705,1922.36777
169,1113792.029,2331649.062,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.34017063,2258.678705,1922.36777
169,1113792.029,2331649.062,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.34017063,2258.678705,1922.36777
170,1113792.029,2336649.062,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.63512926,2262.008048,1926.390168
170,1113792.029,2336649.062,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.63512926,2262.008048,1926.390168
170,1113792.029,2336649.062,2019,0,1,0,1,0,0,0,0,0,0,0,1.65720339,6.466101695,0.943864407,1.003966102,0.022483051,0,0,0,0,0,35.63512926,2262.008048,1926.390168
170,1113792.029,2336649.062,2025,1,1,0,2,0,0,31.80312667,21.58666667,5.296833333,3.256753333,0.276113333,2.460311594,10.07246377,1.674724638,0.761746377,0.040253623,0,0,0,0,0,35.63512926,2262.008048,1926.390168
171,1113792.029,2341649.062,2010,2,1,1,4,0,0,0.31644,5.64,0.19074,0.08976,0.00336,3.644962963,16.09259259,0.94562963,1.056351852,0.018453704,0,0,0,0,0,34.57508543,2265.343534,1930.417136
171,1113792.029,2341649.062,2015,1,3,6,10,10,1,0,0,0,0,0,2.521795082,20.01639344,1.230860656,2.102016393,0.011016393,1.574041667,10.875,0.568125,0.373625,0.009333333,34.57508543,2265.343534,1930.417136
171,1113792.029,2341649.062,2019,0,4,6,10,10,1,0,0,0,0,0,6.628813559,25.86440678,3.775457627,4.015864407,0.089932203,29.51854658,131.7763975,18.97363975,4.174136646,0.222708075,34.57508543,2265.343534,1930.417136
171,1113792.029,2341649.062,2025,1,5,6,12,12,1,31.80312667,21.58666667,5.296833333,3.256753333,0.276113333,12.30155797,50.36231884,8.373623188,3.808731884,0.201268116,104.9452114,344.7771429,53.53813714,4.550537143,2.52024,34.57508543,2265.343534,1930.417136
172,1113792.029,2346649.062,2010,8,8,11,27,21,1,1.26576,22.56,0.76296,0.35904,0.01344,29.1597037,128.7407407,7.565037037,8.450814815,0.14762963,0,0,0,0,0,34.22003254,2268.685135,1934.448644
172,1113792.029,2346649.062,2015,4,6,6,16,16,1,0,0,0,0,0,5.043590164,40.03278689,2.461721311,4.204032787,0.022032787,1.574041667,10.875,0.568125,0.373625,0.009333333,34.22003254,2268.685135,1934.448644
172,1113792.029,2346649.062,2019,4,6,11,21,20,1,118.9239677,35.5483871,1.608096774,79.63664516,0.045935484,9.943220339,38.79661017,5.663186441,6.02379661,0.134898305,54.1173354,241.5900621,34.78500621,7.652583851,0.408298137,34.22003254,2268.685135,1934.448644
172,1113792.029,2346649.062,2025,8,9,11,28,27,1,254.4250133,172.6933333,42.37466667,26.05402667,2.208906667,22.14280435,90.65217391,15.07252174,6.855717391,0.362282609,192.3995543,632.0914286,98.15325143,8.342651429,4.62044,34.22003254,2268.685135,1934.448644
173,1113792.029,2351649.062,2010,1,0,1,2,2,1,0.15822,2.82,0.09537,0.04488,0.00168,0,0,0,0,0,0,0,0,0,0,34.59168574,2272.032825,1938.484665
173,1113792.029,2351649.062,2015,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.262340278,1.8125,0.0946875,0.062270833,0.001555556,34.59168574,2272.032825,1938.484665
173,1113792.029,2351649.062,2019,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,4.919757764,21.96273292,3.162273292,0.695689441,0.037118012,34.59168574,2272.032825,1938.484665
173,1113792.029,2351649.062,2025,1,0,1,2,2,1,31.80312667,21.58666667,5.296833333,3.256753333,0.276113333,0,0,0,0,0,17.49086857,57.46285714,8.923022857,0.758422857,0.42004,34.59168574,2272.032825,1938.484665
174,1118792.029,1501649.062,2010,0,0,0,0,0,0,,,,,,,,,,,,,,,,845.8523443,1810.908286,1344.342562
174,1118792.029,1501649.062,2015,0,0,0,0,0,0,,,,,,,,,,,,,,,,845.8523443,1810.908286,1344.342562
174,1118792.029,1501649.062,2019,0,0,0,0,0,0,,,,,,,,,,,,,,,,845.8523443,1810.908286,1344.342562
174,1118792.029,1501649.062,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,845.8523443,1810.908286,1344.342562
175,1118792.029,2211649.062,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.5265452,2176.825397,1824.155342
175,1118792.029,2211649.062,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.5265452,2176.825397,1824.155342
175,1118792.029,2211649.062,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.5265452,2176.825397,1824.155342
175,1118792.029,2211649.062,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.5265452,2176.825397,1824.155342
176,1118792.029,2216649.062,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135.7323985,2180.004524,1828.065631
176,1118792.029,2216649.062,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135.7323985,2180.004524,1828.065631
176,1118792.029,2216649.062,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135.7323985,2180.004524,1828.065631
176,1118792.029,2216649.062,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135.7323985,2180.004524,1828.065631
177,1118792.029,2221649.062,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130.9536487,2183.190473,1831.981219
177,1118792.029,2221649.062,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130.9536487,2183.190473,1831.981219
177,1118792.029,2221649.062,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130.9536487,2183.190473,1831.981219
177,1118792.029,2221649.062,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130.9536487,2183.190473,1831.981219
178,1118792.029,2226649.062,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.1920449,2186.383214,1835.902074
178,1118792.029,2226649.062,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.1920449,2186.383214,1835.902074
178,1118792.029,2226649.062,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.1920449,2186.383214,1835.902074
178,1118792.029,2226649.062,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.1920449,2186.383214,1835.902074
179,1118792.029,2231649.062,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.4496039,2189.582717,1839.828162
179,1118792.029,2231649.062,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.4496039,2189.582717,1839.828162
179,1118792.029,2231649.062,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.4496039,2189.582717,1839.828162
179,1118792.029,2231649.062,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.4496039,2189.582717,1839.828162
180,1118792.029,2236649.062,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116.7286614,2192.788952,1843.759448
180,1118792.029,2236649.062,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116.7286614,2192.788952,1843.759448
180,1118792.029,2236649.062,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116.7286614,2192.788952,1843.759448
180,1118792.029,2236649.062,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116.7286614,2192.788952,1843.759448
181,1118792.029,2241649.062,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.0319351,2196.001891,1847.6959
181,1118792.029,2241649.062,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.0319351,2196.001891,1847.6959
181,1118792.029,2241649.062,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.0319351,2196.001891,1847.6959
181,1118792.029,2241649.062,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.0319351,2196.001891,1847.6959
182,1118792.029,2246649.062,2010,7,0,1,8,0,0,8.925566176,111.3823529,4.849764706,3.740766544,0.118150735,0,0,0,0,0,1.688893204,10.93527508,1.205699029,0.186,0.02763754,107.3626032,2199.221503,1851.637486
182,1118792.029,2246649.062,2015,8,0,3,11,11,1,3.037242199,28.84992571,1.231346211,4.661717682,0.054609212,0,0,0,0,0,9.593958449,59.05263158,6.594099723,5.320878116,0.225091413,107.3626032,2199.221503,1851.637486
182,1118792.029,2246649.062,2019,6,0,1,7,0,0,4.032725738,25.8649789,1.530886076,1.974194093,0.036185654,0,0,0,0,0,5.20775,25.07098765,3.282108025,1.602614198,0.175367284,107.3626032,2199.221503,1851.637486
182,1118792.029,2246649.062,2025,9,1,1,11,11,1,10.25393226,43.12741935,3.97638871,6.288633871,0.628896774,7.853049751,25.50746269,4.05321393,2.495462687,0.09619403,10.06520486,25.05555556,5.720475694,1.862354167,0.098302083,107.3626032,2199.221503,1851.637486
183,1118792.029,2251649.062,2010,1,0,0,1,1,1,1.275080882,15.91176471,0.692823529,0.534395221,0.016878676,0,0,0,0,0,0,0,0,0,0,102.7244015,2202.44776,1855.584171
183,1118792.029,2251649.062,2015,0,2,0,2,2,1,0,0,0,0,0,4.411438095,31.22857143,1.741114286,3.663390476,0.039571429,0,0,0,0,0,102.7244015,2202.44776,1855.584171
183,1118792.029,2251649.062,2019,0,1,0,1,1,1,0,0,0,0,0,6.945099174,16.26446281,1.721702479,1.715623967,0.037971074,0,0,0,0,0,102.7244015,2202.44776,1855.584171
183,1118792.029,2251649.062,2025,0,1,0,1,1,1,0,0,0,0,0,7.853049751,25.50746269,4.05321393,2.495462687,0.09619403,0,0,0,0,0,102.7244015,2202.44776,1855.584171
184,1118792.029,2256649.062,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.12174459,2205.680632,1859.535924
184,1118792.029,2256649.062,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.12174459,2205.680632,1859.535924
184,1118792.029,2256649.062,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.12174459,2205.680632,1859.535924
184,1118792.029,2256649.062,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.12174459,2205.680632,1859.535924
185,1118792.029,2261649.062,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.55987846,2208.92009,1863.492713
185,1118792.029,2261649.062,2015,1,0,0,1,1,1,0.379655275,3.606240713,0.153918276,0.58271471,0.006826152,0,0,0,0,0,0,0,0,0,0,93.55987846,2208.92009,1863.492713
185,1118792.029,2261649.062,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.55987846,2208.92009,1863.492713
185,1118792.029,2261649.062,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.55987846,2208.92009,1863.492713
186,1118792.029,2266649.062,2010,6,2,2,10,10,1,7.650485294,95.47058824,4.156941176,3.206371324,0.101272059,8.202176166,8.590673575,1.081170984,19.36300518,0.241284974,3.377786408,21.87055016,2.411398058,0.372,0.055275081,89.04507259,2212.166106,1867.454505
186,1118792.029,2266649.062,2015,16,4,4,24,24,1,6.074484398,57.69985141,2.462692422,9.323435364,0.109218425,8.82287619,62.45714286,3.482228571,7.326780952,0.079142857,12.7919446,78.73684211,8.792132964,7.094504155,0.300121884,89.04507259,2212.166106,1867.454505
186,1118792.029,2266649.062,2019,14,6,1,21,21,1,9.40969339,60.35161744,3.572067511,4.606452883,0.084433193,41.67059504,97.58677686,10.33021488,10.2937438,0.227826446,5.20775,25.07098765,3.282108025,1.602614198,0.175367284,89.04507259,2212.166106,1867.454505
186,1118792.029,2266649.062,2025,10,3,1,14,13,1,11.39325806,47.91935484,4.418209677,6.987370968,0.698774194,23.55914925,76.52238806,12.15964179,7.48638806,0.28858209,10.06520486,25.05555556,5.720475694,1.862354167,0.098302083,89.04507259,2212.166106,1867.454505
187,1118792.029,2271649.062,2010,15,5,9,29,29,1,19.12621324,238.6764706,10.39235294,8.015928309,0.253180147,20.50544041,21.47668394,2.702927461,48.40751295,0.603212435,15.20003883,98.41747573,10.85129126,1.674,0.248737864,84.58486299,2215.41865,1871.421269
187,1118792.029,2271649.062,2015,16,7,12,35,34,1,6.074484398,57.69985141,2.462692422,9.323435364,0.109218425,15.44003333,109.3,6.0939,12.82186667,0.1385,38.3758338,236.2105263,26.37639889,21.28351247,0.900365651,84.58486299,2215.41865,1871.421269
187,1118792.029,2271649.062,2019,22,4,14,40,39,1,14.78666104,94.83825598,5.613248945,7.238711674,0.132680731,27.78039669,65.05785124,6.886809917,6.862495868,0.151884298,72.9085,350.9938272,45.94951235,22.43659877,2.455141975,84.58486299,2215.41865,1871.421269
187,1118792.029,2271649.062,2025,26,9,15,50,45,1,29.62247097,124.5903226,11.48734516,18.16716452,1.816812903,70.67744776,229.5671642,36.47892537,22.45916418,0.865746269,150.9780729,375.8333333,85.80713542,27.9353125,1.47453125,84.58486299,2215.41865,1871.421269
188,1118792.029,2276649.062,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.18836039,2218.677694,1875.392974
188,1118792.029,2276649.062,2015,0,1,2,3,3,1,0,0,0,0,0,2.205719048,15.61428571,0.870557143,1.831695238,0.019785714,6.395972299,39.36842105,4.396066482,3.547252078,0.150060942,80.18836039,2218.677694,1875.392974
188,1118792.029,2276649.062,2019,0,1,2,3,3,1,0,0,0,0,0,6.945099174,16.26446281,1.721702479,1.715623967,0.037971074,10.4155,50.14197531,6.564216049,3.205228395,0.350734568,80.18836039,2218.677694,1875.392974
188,1118792.029,2276649.062,2025,0,1,3,4,4,1,0,0,0,0,0,7.853049751,25.50746269,4.05321393,2.495462687,0.09619403,30.19561458,75.16666667,17.16142708,5.5870625,0.29490625,80.18836039,2218.677694,1875.392974
189,1118792.029,2281649.062,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.86664113,2221.94321,1879.369587
